,Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,manufacturing_price,sale_price,gross_sales,sales,cogs,profit,discounts,sales_price
409,enterprise,France, Montana , Medium ,1857.0, $5.00 , $125.00 ," $232,125.00 "," $20,891.25 "," $211,233.75 "," $222,840.00 "," $(11,606.25)",01/11/2013,11, November ,2013,5.0,125.00 ,232125.0,211233.75,222840.0,(11606.25),20891.25,125.0
410,government,Canada, Montana , Medium ,1611.0, $5.00 , $7.00 ," $11,277.00 "," $1,014.93 "," $10,262.07 "," $8,055.00 "," $2,207.07 ",01/12/2013,12, December ,2013,5.0,7.00 ,11277.0,10262.07,8055.0,2207.07 ,1014.93,7.0
411,enterprise,United States of America, Montana , Medium ,2797.0, $5.00 , $125.00 ," $349,625.00 "," $31,466.25 "," $318,158.75 "," $335,640.00 "," $(17,481.25)",01/12/2014,12, December ,2014,5.0,125.00 ,349625.0,318158.75,335640.0,(17481.25),31466.25,125.0
412,small business,Germany, Montana , Medium ,334.0, $5.00 , $300.00 ," $100,200.00 "," $9,018.00 "," $91,182.00 "," $83,500.00 "," $7,682.00 ",01/12/2013,12, December ,2013,5.0,300.00 ,100200.0,91182.0,83500.0,7682.00 ,9018.0,300.0
413,small business,Mexico, Paseo , Medium ,2565.0, $10.00 , $300.00 ," $769,500.00 "," $69,255.00 "," $700,245.00 "," $641,250.00 "," $58,995.00 ",01/01/2014,1, January ,2014,10.0,300.00 ,769500.0,700245.0,641250.0,58995.00 ,69255.0,300.0
414,government,Mexico, Paseo , Medium ,2417.0, $10.00 , $350.00 ," $845,950.00 "," $76,135.50 "," $769,814.50 "," $628,420.00 "," $141,394.50 ",01/01/2014,1, January ,2014,10.0,350.00 ,845950.0,769814.5,628420.0,141394.50 ,76135.5,350.0
415,midmarket,United States of America, Paseo , Medium ,3675.0, $10.00 , $15.00 ," $55,125.00 "," $4,961.25 "," $50,163.75 "," $36,750.00 "," $13,413.75 ",01/04/2014,4, April ,2014,10.0,15.00 ,55125.0,50163.75,36750.0,13413.75 ,4961.25,15.0
416,small business,Canada, Paseo , Medium ,1094.0, $10.00 , $300.00 ," $328,200.00 "," $29,538.00 "," $298,662.00 "," $273,500.00 "," $25,162.00 ",01/06/2014,6, June ,2014,10.0,300.00 ,328200.0,298662.0,273500.0,25162.00 ,29538.0,300.0
417,midmarket,France, Paseo , Medium ,1227.0, $10.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $12,270.00 "," $4,478.55 ",01/10/2014,10, October ,2014,10.0,15.00 ,18405.0,16748.55,12270.0,4478.55 ,1656.45,15.0
418,channel partners,Mexico, Paseo , Medium ,367.0, $10.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $1,101.00 "," $2,906.64 ",01/10/2013,10, October ,2013,10.0,12.00 ,4404.0,4007.64,1101.0,2906.64 ,396.36,12.0
419,small business,France, Paseo , Medium ,1324.0, $10.00 , $300.00 ," $397,200.00 "," $35,748.00 "," $361,452.00 "," $331,000.00 "," $30,452.00 ",01/11/2014,11, November ,2014,10.0,300.00 ,397200.0,361452.0,331000.0,30452.00 ,35748.0,300.0
420,channel partners,Germany, Paseo , Medium ,1775.0, $10.00 , $12.00 ," $21,300.00 "," $1,917.00 "," $19,383.00 "," $5,325.00 "," $14,058.00 ",01/11/2013,11, November ,2013,10.0,12.00 ,21300.0,19383.0,5325.0,14058.00 ,1917.0,12.0
421,enterprise,United States of America, Paseo , Medium ,2797.0, $10.00 , $125.00 ," $349,625.00 "," $31,466.25 "," $318,158.75 "," $335,640.00 "," $(17,481.25)",01/12/2014,12, December ,2014,10.0,125.00 ,349625.0,318158.75,335640.0,(17481.25),31466.25,125.0
422,midmarket,Mexico, Velo , Medium ,245.0, $120.00 , $15.00 ," $3,675.00 ", $330.75 ," $3,344.25 "," $2,450.00 ", $894.25 ,01/05/2014,5, May ,2014,120.0,15.00 ,3675.0,3344.25,2450.0,894.25 ,330.75,15.0
423,small business,Canada, Velo , Medium ,3793.5, $120.00 , $300.00 ," $1,138,050.00 "," $102,424.50 "," $1,035,625.50 "," $948,375.00 "," $87,250.50 ",01/07/2014,7, July ,2014,120.0,300.00 ,1138050.0,1035625.5,948375.0,87250.50 ,102424.5,300.0
424,government,Germany, Velo , Medium ,1307.0, $120.00 , $350.00 ," $457,450.00 "," $41,170.50 "," $416,279.50 "," $339,820.00 "," $76,459.50 ",01/07/2014,7, July ,2014,120.0,350.00 ,457450.0,416279.5,339820.0,76459.50 ,41170.5,350.0
425,enterprise,Canada, Velo , Medium ,567.0, $120.00 , $125.00 ," $70,875.00 "," $6,378.75 "," $64,496.25 "," $68,040.00 "," $(3,543.75)",01/09/2014,9, September ,2014,120.0,125.00 ,70875.0,64496.25,68040.0,(3543.75),6378.75,125.0
426,enterprise,Mexico, Velo , Medium ,2110.0, $120.00 , $125.00 ," $263,750.00 "," $23,737.50 "," $240,012.50 "," $253,200.00 "," $(13,187.50)",01/09/2014,9, September ,2014,120.0,125.00 ,263750.0,240012.5,253200.0,(13187.50),23737.5,125.0
427,government,Canada, Velo , Medium ,1269.0, $120.00 , $350.00 ," $444,150.00 "," $39,973.50 "," $404,176.50 "," $329,940.00 "," $74,236.50 ",01/10/2014,10, October ,2014,120.0,350.00 ,444150.0,404176.5,329940.0,74236.50 ,39973.5,350.0
428,channel partners,United States of America, VTT , Medium ,1956.0, $250.00 , $12.00 ," $23,472.00 "," $2,112.48 "," $21,359.52 "," $5,868.00 "," $15,491.52 ",01/01/2014,1, January ,2014,250.0,12.00 ,23472.0,21359.52,5868.0,15491.52 ,2112.48,12.0
429,small business,Germany, VTT , Medium ,2659.0, $250.00 , $300.00 ," $797,700.00 "," $71,793.00 "," $725,907.00 "," $664,750.00 "," $61,157.00 ",01/02/2014,2, February ,2014,250.0,300.00 ,797700.0,725907.0,664750.0,61157.00 ,71793.0,300.0
430,government,United States of America, VTT , Medium ,1351.5, $250.00 , $350.00 ," $473,025.00 "," $42,572.25 "," $430,452.75 "," $351,390.00 "," $79,062.75 ",01/04/2014,4, April ,2014,250.0,350.00 ,473025.0,430452.75,351390.0,79062.75 ,42572.25,350.0
431,channel partners,Germany, VTT , Medium ,880.0, $250.00 , $12.00 ," $10,560.00 ", $950.40 ," $9,609.60 "," $2,640.00 "," $6,969.60 ",01/05/2014,5, May ,2014,250.0,12.00 ,10560.0,9609.6,2640.0,6969.60 ,950.4,12.0
432,small business,United States of America, VTT , Medium ,1867.0, $250.00 , $300.00 ," $560,100.00 "," $50,409.00 "," $509,691.00 "," $466,750.00 "," $42,941.00 ",01/09/2014,9, September ,2014,250.0,300.00 ,560100.0,509691.0,466750.0,42941.00 ,50409.0,300.0
433,channel partners,France, VTT , Medium ,2234.0, $250.00 , $12.00 ," $26,808.00 "," $2,412.72 "," $24,395.28 "," $6,702.00 "," $17,693.28 ",01/09/2013,9, September ,2013,250.0,12.00 ,26808.0,24395.28,6702.0,17693.28 ,2412.72,12.0
434,midmarket,France, VTT , Medium ,1227.0, $250.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $12,270.00 "," $4,478.55 ",01/10/2014,10, October ,2014,250.0,15.00 ,18405.0,16748.55,12270.0,4478.55 ,1656.45,15.0
435,enterprise,Mexico, VTT , Medium ,877.0, $250.00 , $125.00 ," $109,625.00 "," $9,866.25 "," $99,758.75 "," $105,240.00 "," $(5,481.25)",01/11/2014,11, November ,2014,250.0,125.00 ,109625.0,99758.75,105240.0,(5481.25),9866.25,125.0
436,government,United States of America, Amarilla , Medium ,2071.0, $260.00 , $350.00 ," $724,850.00 "," $65,236.50 "," $659,613.50 "," $538,460.00 "," $121,153.50 ",01/09/2014,9, September ,2014,260.0,350.00 ,724850.0,659613.5,538460.0,121153.50 ,65236.5,350.0
437,government,Canada, Amarilla , Medium ,1269.0, $260.00 , $350.00 ," $444,150.00 "," $39,973.50 "," $404,176.50 "," $329,940.00 "," $74,236.50 ",01/10/2014,10, October ,2014,260.0,350.00 ,444150.0,404176.5,329940.0,74236.50 ,39973.5,350.0
438,midmarket,Germany, Amarilla , Medium ,970.0, $260.00 , $15.00 ," $14,550.00 "," $1,309.50 "," $13,240.50 "," $9,700.00 "," $3,540.50 ",01/11/2013,11, November ,2013,260.0,15.00 ,14550.0,13240.5,9700.0,3540.50 ,1309.5,15.0
439,government,Mexico, Amarilla , Medium ,1694.0, $260.00 , $20.00 ," $33,880.00 "," $3,049.20 "," $30,830.80 "," $16,940.00 "," $13,890.80 ",01/11/2014,11, November ,2014,260.0,20.00 ,33880.0,30830.8,16940.0,13890.80 ,3049.2,20.0
440,government,Germany, Carretera , Medium ,663.0, $3.00 , $20.00 ," $13,260.00 "," $1,193.40 "," $12,066.60 "," $6,630.00 "," $5,436.60 ",01/05/2014,5, May ,2014,3.0,20.00 ,13260.0,12066.6,6630.0,5436.60 ,1193.4,20.0
441,government,Canada, Carretera , Medium ,819.0, $3.00 , $7.00 ," $5,733.00 ", $515.97 ," $5,217.03 "," $4,095.00 "," $1,122.03 ",01/07/2014,7, July ,2014,3.0,7.00 ,5733.0,5217.03,4095.0,1122.03 ,515.97,7.0
442,channel partners,Germany, Carretera , Medium ,1580.0, $3.00 , $12.00 ," $18,960.00 "," $1,706.40 "," $17,253.60 "," $4,740.00 "," $12,513.60 ",01/09/2014,9, September ,2014,3.0,12.00 ,18960.0,17253.6,4740.0,12513.60 ,1706.4,12.0
443,government,Mexico, Carretera , Medium ,521.0, $3.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $2,605.00 ", $713.77 ,01/12/2014,12, December ,2014,3.0,7.00 ,3647.0,3318.77,2605.0,713.77 ,328.23,7.0
444,government,United States of America, Paseo , Medium ,973.0, $10.00 , $20.00 ," $19,460.00 "," $1,751.40 "," $17,708.60 "," $9,730.00 "," $7,978.60 ",01/03/2014,3, March ,2014,10.0,20.00 ,19460.0,17708.6,9730.0,7978.60 ,1751.4,20.0
445,government,Mexico, Paseo , Medium ,1038.0, $10.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01/06/2014,6, June ,2014,10.0,20.00 ,20760.0,18891.6,10380.0,8511.60 ,1868.4,20.0
446,government,Germany, Paseo , Medium ,360.0, $10.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $1,800.00 ", $493.20 ,01/10/2014,10, October ,2014,10.0,7.00 ,2520.0,2293.2,1800.0,493.20 ,226.8,7.0
447,channel partners,France, Velo , Medium ,1967.0, $120.00 , $12.00 ," $23,604.00 "," $2,124.36 "," $21,479.64 "," $5,901.00 "," $15,578.64 ",01/03/2014,3, March ,2014,120.0,12.00 ,23604.0,21479.64,5901.0,15578.64 ,2124.36,12.0
448,midmarket,Mexico, Velo , Medium ,2628.0, $120.00 , $15.00 ," $39,420.00 "," $3,547.80 "," $35,872.20 "," $26,280.00 "," $9,592.20 ",01/04/2014,4, April ,2014,120.0,15.00 ,39420.0,35872.2,26280.0,9592.20 ,3547.8,15.0
449,government,Germany, VTT , Medium ,360.0, $250.00 , $7.00 ," $2,520.00 ", $226.80 ," $2,293.20 "," $1,800.00 ", $493.20 ,01/10/2014,10, October ,2014,250.0,7.00 ,2520.0,2293.2,1800.0,493.20 ,226.8,7.0
450,government,France, VTT , Medium ,2682.0, $250.00 , $20.00 ," $53,640.00 "," $4,827.60 "," $48,812.40 "," $26,820.00 "," $21,992.40 ",01/11/2013,11, November ,2013,250.0,20.00 ,53640.0,48812.4,26820.0,21992.40 ,4827.6,20.0
451,government,Mexico, VTT , Medium ,521.0, $250.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $2,605.00 ", $713.77 ,01/12/2014,12, December ,2014,250.0,7.00 ,3647.0,3318.77,2605.0,713.77 ,328.23,7.0
452,government,Mexico, Amarilla , Medium ,1038.0, $260.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01/06/2014,6, June ,2014,260.0,20.00 ,20760.0,18891.6,10380.0,8511.60 ,1868.4,20.0
453,midmarket,Canada, Amarilla , Medium ,1630.5, $260.00 , $15.00 ," $24,457.50 "," $2,201.18 "," $22,256.33 "," $16,305.00 "," $5,951.33 ",01/07/2014,7, July ,2014,260.0,15.00 ,24457.5,22256.33,16305.0,5951.33 ,2201.18,15.0
454,channel partners,France, Amarilla , Medium ,306.0, $260.00 , $12.00 ," $3,672.00 ", $330.48 ," $3,341.52 ", $918.00 ," $2,423.52 ",01/12/2013,12, December ,2013,260.0,12.00 ,3672.0,3341.52,918.0,2423.52 ,330.48,12.0
455,channel partners,United States of America, Carretera , High ,386.0, $3.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $1,158.00 "," $3,010.80 ",01/10/2013,10, October ,2013,3.0,12.00 ,4632.0,4168.8,1158.0,3010.80 ,463.2,12.0
456,government,United States of America, Montana , High ,2328.0, $5.00 , $7.00 ," $16,296.00 "," $1,629.60 "," $14,666.40 "," $11,640.00 "," $3,026.40 ",01/09/2014,9, September ,2014,5.0,7.00 ,16296.0,14666.4,11640.0,3026.40 ,1629.6,7.0
457,channel partners,United States of America, Paseo , High ,386.0, $10.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $1,158.00 "," $3,010.80 ",01/10/2013,10, October ,2013,10.0,12.00 ,4632.0,4168.8,1158.0,3010.80 ,463.2,12.0
458,enterprise,United States of America, Carretera , High ,3445.5, $3.00 , $125.00 ," $430,687.50 "," $43,068.75 "," $387,618.75 "," $413,460.00 "," $(25,841.25)",01/04/2014,4, April ,2014,3.0,125.00 ,430687.5,387618.75,413460.0,(25841.25),43068.75,125.0
459,enterprise,France, Carretera , High ,1482.0, $3.00 , $125.00 ," $185,250.00 "," $18,525.00 "," $166,725.00 "," $177,840.00 "," $(11,115.00)",01/12/2013,12, December ,2013,3.0,125.00 ,185250.0,166725.0,177840.0,(11115.00),18525.0,125.0
460,government,United States of America, Montana , High ,2313.0, $5.00 , $350.00 ," $809,550.00 "," $80,955.00 "," $728,595.00 "," $601,380.00 "," $127,215.00 ",01/05/2014,5, May ,2014,5.0,350.00 ,809550.0,728595.0,601380.0,127215.00 ,80955.0,350.0
461,enterprise,United States of America, Montana , High ,1804.0, $5.00 , $125.00 ," $225,500.00 "," $22,550.00 "," $202,950.00 "," $216,480.00 "," $(13,530.00)",01/11/2013,11, November ,2013,5.0,125.00 ,225500.0,202950.0,216480.0,(13530.00),22550.0,125.0
462,midmarket,France, Montana , High ,2072.0, $5.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $20,720.00 "," $7,252.00 ",01/12/2014,12, December ,2014,5.0,15.00 ,31080.0,27972.0,20720.0,7252.00 ,3108.0,15.0
463,government,France, Paseo , High ,1954.0, $10.00 , $20.00 ," $39,080.00 "," $3,908.00 "," $35,172.00 "," $19,540.00 "," $15,632.00 ",01/03/2014,3, March ,2014,10.0,20.00 ,39080.0,35172.0,19540.0,15632.00 ,3908.0,20.0
464,small business,Mexico, Paseo , High ,591.0, $10.00 , $300.00 ," $177,300.00 "," $17,730.00 "," $159,570.00 "," $147,750.00 "," $11,820.00 ",01/05/2014,5, May ,2014,10.0,300.00 ,177300.0,159570.0,147750.0,11820.00 ,17730.0,300.0
465,midmarket,France, Paseo , High ,2167.0, $10.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",01/10/2013,10, October ,2013,10.0,15.00 ,32505.0,29254.5,21670.0,7584.50 ,3250.5,15.0
466,government,Germany, Paseo , High ,241.0, $10.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $2,410.00 "," $1,928.00 ",01/10/2014,10, October ,2014,10.0,20.00 ,4820.0,4338.0,2410.0,1928.00 ,482.0,20.0
467,midmarket,Germany, Velo , High ,681.0, $120.00 , $15.00 ," $10,215.00 "," $1,021.50 "," $9,193.50 "," $6,810.00 "," $2,383.50 ",01/01/2014,1, January ,2014,120.0,15.00 ,10215.0,9193.5,6810.0,2383.50 ,1021.5,15.0
468,midmarket,Germany, Velo , High ,510.0, $120.00 , $15.00 ," $7,650.00 ", $765.00 ," $6,885.00 "," $5,100.00 "," $1,785.00 ",01/04/2014,4, April ,2014,120.0,15.00 ,7650.0,6885.0,5100.0,1785.00 ,765.0,15.0
469,midmarket,United States of America, Velo , High ,790.0, $120.00 , $15.00 ," $11,850.00 "," $1,185.00 "," $10,665.00 "," $7,900.00 "," $2,765.00 ",01/05/2014,5, May ,2014,120.0,15.00 ,11850.0,10665.0,7900.0,2765.00 ,1185.0,15.0
470,government,France, Velo , High ,639.0, $120.00 , $350.00 ," $223,650.00 "," $22,365.00 "," $201,285.00 "," $166,140.00 "," $35,145.00 ",01/07/2014,7, July ,2014,120.0,350.00 ,223650.0,201285.0,166140.0,35145.00 ,22365.0,350.0
471,enterprise,United States of America, Velo , High ,1596.0, $120.00 , $125.00 ," $199,500.00 "," $19,950.00 "," $179,550.00 "," $191,520.00 "," $(11,970.00)",01/09/2014,9, September ,2014,120.0,125.00 ,199500.0,179550.0,191520.0,(11970.00),19950.0,125.0
472,small business,United States of America, Velo , High ,2294.0, $120.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $573,500.00 "," $45,880.00 ",01/10/2013,10, October ,2013,120.0,300.00 ,688200.0,619380.0,573500.0,45880.00 ,68820.0,300.0
473,government,Germany, Velo , High ,241.0, $120.00 , $20.00 ," $4,820.00 ", $482.00 ," $4,338.00 "," $2,410.00 "," $1,928.00 ",01/10/2014,10, October ,2014,120.0,20.00 ,4820.0,4338.0,2410.0,1928.00 ,482.0,20.0
474,government,Germany, Velo , High ,2665.0, $120.00 , $7.00 ," $18,655.00 "," $1,865.50 "," $16,789.50 "," $13,325.00 "," $3,464.50 ",01/11/2014,11, November ,2014,120.0,7.00 ,18655.0,16789.5,13325.0,3464.50 ,1865.5,7.0
475,enterprise,Canada, Velo , High ,1916.0, $120.00 , $125.00 ," $239,500.00 "," $23,950.00 "," $215,550.00 "," $229,920.00 "," $(14,370.00)",01/12/2013,12, December ,2013,120.0,125.00 ,239500.0,215550.0,229920.0,(14370.00),23950.0,125.0
476,small business,France, Velo , High ,853.0, $120.00 , $300.00 ," $255,900.00 "," $25,590.00 "," $230,310.00 "," $213,250.00 "," $17,060.00 ",01/12/2014,12, December ,2014,120.0,300.00 ,255900.0,230310.0,213250.0,17060.00 ,25590.0,300.0
477,enterprise,Mexico, VTT , High ,341.0, $250.00 , $125.00 ," $42,625.00 "," $4,262.50 "," $38,362.50 "," $40,920.00 "," $(2,557.50)",01/05/2014,5, May ,2014,250.0,125.00 ,42625.0,38362.5,40920.0,(2557.50),4262.5,125.0
478,midmarket,Mexico, VTT , High ,641.0, $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $6,410.00 "," $2,243.50 ",01/07/2014,7, July ,2014,250.0,15.00 ,9615.0,8653.5,6410.0,2243.50 ,961.5,15.0
479,government,United States of America, VTT , High ,2807.0, $250.00 , $350.00 ," $982,450.00 "," $98,245.00 "," $884,205.00 "," $729,820.00 "," $154,385.00 ",01/08/2014,8, August ,2014,250.0,350.00 ,982450.0,884205.0,729820.0,154385.00 ,98245.0,350.0
480,small business,Mexico, VTT , High ,432.0, $250.00 , $300.00 ," $129,600.00 "," $12,960.00 "," $116,640.00 "," $108,000.00 "," $8,640.00 ",01/09/2014,9, September ,2014,250.0,300.00 ,129600.0,116640.0,108000.0,8640.00 ,12960.0,300.0
481,small business,United States of America, VTT , High ,2294.0, $250.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $573,500.00 "," $45,880.00 ",01/10/2013,10, October ,2013,250.0,300.00 ,688200.0,619380.0,573500.0,45880.00 ,68820.0,300.0
482,midmarket,France, VTT , High ,2167.0, $250.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",01/10/2013,10, October ,2013,250.0,15.00 ,32505.0,29254.5,21670.0,7584.50 ,3250.5,15.0
483,enterprise,Canada, VTT , High ,2529.0, $250.00 , $125.00 ," $316,125.00 "," $31,612.50 "," $284,512.50 "," $303,480.00 "," $(18,967.50)",01/11/2014,11, November ,2014,250.0,125.00 ,316125.0,284512.5,303480.0,(18967.50),31612.5,125.0
484,government,Germany, VTT , High ,1870.0, $250.00 , $350.00 ," $654,500.00 "," $65,450.00 "," $589,050.00 "," $486,200.00 "," $102,850.00 ",01/12/2013,12, December ,2013,250.0,350.00 ,654500.0,589050.0,486200.0,102850.00 ,65450.0,350.0
485,enterprise,United States of America, Amarilla , High ,579.0, $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $69,480.00 "," $(4,342.50)",01/01/2014,1, January ,2014,260.0,125.00 ,72375.0,65137.5,69480.0,(4342.50),7237.5,125.0
486,government,Canada, Amarilla , High ,2240.0, $260.00 , $350.00 ," $784,000.00 "," $78,400.00 "," $705,600.00 "," $582,400.00 "," $123,200.00 ",01/02/2014,2, February ,2014,260.0,350.00 ,784000.0,705600.0,582400.0,123200.00 ,78400.0,350.0
487,small business,United States of America, Amarilla , High ,2993.0, $260.00 , $300.00 ," $897,900.00 "," $89,790.00 "," $808,110.00 "," $748,250.00 "," $59,860.00 ",01/03/2014,3, March ,2014,260.0,300.00 ,897900.0,808110.0,748250.0,59860.00 ,89790.0,300.0
488,channel partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 "," $10,561.50 "," $27,459.90 ",01/04/2014,4, April ,2014,260.0,12.00 ,42246.0,38021.4,10561.5,27459.90 ,4224.6,12.0
489,government,Mexico, Amarilla , High ,2039.0, $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $20,390.00 "," $16,312.00 ",01/05/2014,5, May ,2014,260.0,20.00 ,40780.0,36702.0,20390.0,16312.00 ,4078.0,20.0
490,channel partners,Germany, Amarilla , High ,2574.0, $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 "," $7,722.00 "," $20,077.20 ",01/08/2014,8, August ,2014,260.0,12.00 ,30888.0,27799.2,7722.0,20077.20 ,3088.8,12.0
491,government,Canada, Amarilla , High ,707.0, $260.00 , $350.00 ," $247,450.00 "," $24,745.00 "," $222,705.00 "," $183,820.00 "," $38,885.00 ",01/09/2014,9, September ,2014,260.0,350.00 ,247450.0,222705.0,183820.0,38885.00 ,24745.0,350.0
492,midmarket,France, Amarilla , High ,2072.0, $260.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $20,720.00 "," $7,252.00 ",01/12/2014,12, December ,2014,260.0,15.00 ,31080.0,27972.0,20720.0,7252.00 ,3108.0,15.0
493,small business,France, Amarilla , High ,853.0, $260.00 , $300.00 ," $255,900.00 "," $25,590.00 "," $230,310.00 "," $213,250.00 "," $17,060.00 ",01/12/2014,12, December ,2014,260.0,300.00 ,255900.0,230310.0,213250.0,17060.00 ,25590.0,300.0
494,channel partners,France, Carretera , High ,1198.0, $3.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01/10/2013,10, October ,2013,3.0,12.00 ,14376.0,12794.64,3594.0,9200.64 ,1581.36,12.0
495,government,France, Paseo , High ,2532.0, $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 "," $12,660.00 "," $3,114.36 ",01/04/2014,4, April ,2014,10.0,7.00 ,17724.0,15774.36,12660.0,3114.36 ,1949.64,7.0
496,channel partners,France, Paseo , High ,1198.0, $10.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01/10/2013,10, October ,2013,10.0,12.00 ,14376.0,12794.64,3594.0,9200.64 ,1581.36,12.0
497,midmarket,Canada, Velo , High ,384.0, $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 "," $3,840.00 "," $1,286.40 ",01/01/2014,1, January ,2014,120.0,15.00 ,5760.0,5126.4,3840.0,1286.40 ,633.6,15.0
498,channel partners,Germany, Velo , High ,472.0, $120.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01/10/2014,10, October ,2014,120.0,12.00 ,5664.0,5040.96,1416.0,3624.96 ,623.04,12.0
499,government,United States of America, VTT , High ,1579.0, $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $7,895.00 "," $1,942.17 ",01/03/2014,3, March ,2014,250.0,7.00 ,11053.0,9837.17,7895.0,1942.17 ,1215.83,7.0
500,channel partners,Mexico, VTT , High ,1005.0, $250.00 , $12.00 ," $12,060.00 "," $1,326.60 "," $10,733.40 "," $3,015.00 "," $7,718.40 ",01/09/2013,9, September ,2013,250.0,12.00 ,12060.0,10733.4,3015.0,7718.40 ,1326.6,12.0
501,midmarket,United States of America, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $31,995.00 "," $10,718.33 ",01/07/2014,7, July ,2014,260.0,15.00 ,47992.5,42713.33,31995.0,10718.33 ,5279.18,15.0
502,channel partners,Germany, Amarilla , High ,472.0, $260.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01/10/2014,10, October ,2014,260.0,12.00 ,5664.0,5040.96,1416.0,3624.96 ,623.04,12.0
503,channel partners,Canada, Carretera , High ,1937.0, $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 "," $5,811.00 "," $14,876.16 ",01/02/2014,2, February ,2014,3.0,12.00 ,23244.0,20687.16,5811.0,14876.16 ,2556.84,12.0
504,government,Germany, Carretera , High ,792.0, $3.00 , $350.00 ," $277,200.00 "," $30,492.00 "," $246,708.00 "," $205,920.00 "," $40,788.00 ",01/03/2014,3, March ,2014,3.0,350.00 ,277200.0,246708.0,205920.0,40788.00 ,30492.0,350.0
505,small business,Germany, Carretera , High ,2811.0, $3.00 , $300.00 ," $843,300.00 "," $92,763.00 "," $750,537.00 "," $702,750.00 "," $47,787.00 ",01/07/2014,7, July ,2014,3.0,300.00 ,843300.0,750537.0,702750.0,47787.00 ,92763.0,300.0
506,enterprise,France, Carretera , High ,2441.0, $3.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 "," $292,920.00 "," $(21,358.75)",01/10/2014,10, October ,2014,3.0,125.00 ,305125.0,271561.25,292920.0,(21358.75),33563.75,125.0
507,midmarket,Canada, Carretera , High ,1560.0, $3.00 , $15.00 ," $23,400.00 "," $2,574.00 "," $20,826.00 "," $15,600.00 "," $5,226.00 ",01/11/2013,11, November ,2013,3.0,15.00 ,23400.0,20826.0,15600.0,5226.00 ,2574.0,15.0
508,government,Mexico, Carretera , High ,2706.0, $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 "," $13,530.00 "," $3,328.38 ",01/11/2013,11, November ,2013,3.0,7.00 ,18942.0,16858.38,13530.0,3328.38 ,2083.62,7.0
509,government,Germany, Montana , High ,766.0, $5.00 , $350.00 ," $268,100.00 "," $29,491.00 "," $238,609.00 "," $199,160.00 "," $39,449.00 ",01/01/2014,1, January ,2014,5.0,350.00 ,268100.0,238609.0,199160.0,39449.00 ,29491.0,350.0
